case_name,case_url,version_tag,full_classname,classname,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,isAbstract,label
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.transport.smtp.EnhancedNegativeSmtpReplyException,EnhancedNegativeSmtpReplyException,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.transport.smtp.NegativeSmtpReplyException,NegativeSmtpReplyException,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.transport.smtp.SmtpTransport$CommandResponse,SmtpTransport$CommandResponse,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.transport.smtp.SmtpTransport,SmtpTransport,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.transport.smtp.StatusCodeClass,StatusCodeClass,FALSE,FALSE,FALSE,FALSE,TRUE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.transport.smtp.StatusCodeDetail,StatusCodeDetail,FALSE,FALSE,FALSE,FALSE,TRUE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.transport.smtp.StatusCodeSubject,StatusCodeSubject,FALSE,FALSE,FALSE,FALSE,TRUE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.RemoteStore,RemoteStore,FALSE,FALSE,FALSE,TRUE,FALSE,public,TRUE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.StoreConfig,StoreConfig,FALSE,TRUE,FALSE,FALSE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.ConnectionInfo,ConnectionInfo,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.DataSet,DataSet,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.HttpGeneric,HttpGeneric,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.ParsedMessageEnvelope,ParsedMessageEnvelope,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavConstants,WebDavConstants,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavFolder,WebDavFolder,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavHandler,WebDavHandler,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavHttpClient$WebDavHttpClientFactory,WebDavHttpClient$WebDavHttpClientFactory,TRUE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavHttpClient,WebDavHttpClient,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavMessage,WebDavMessage,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavSocketFactory,WebDavSocketFactory,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavStore,WebDavStore,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavStoreSettings,WebDavStoreSettings,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavStoreUriCreator,WebDavStoreUriCreator,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.webdav.WebDavStoreUriDecoder,WebDavStoreUriDecoder,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.pop3.Pop3Store$Pop3Capabilities,Pop3Store$Pop3Capabilities,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.pop3.Pop3Store$Pop3ErrorResponse,Pop3Store$Pop3ErrorResponse,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.pop3.Pop3Store$Pop3Folder,Pop3Store$Pop3Folder,FALSE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Controller
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.pop3.Pop3Store$Pop3Message,Pop3Store$Pop3Message,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.pop3.Pop3Store$Pop3ResponseInputStream,Pop3Store$Pop3ResponseInputStream,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.pop3.Pop3Store,Pop3Store,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.AlertResponse,AlertResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.Capabilities,Capabilities,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.CapabilityResponse,CapabilityResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.Commands,Commands,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.FetchBodyCallback,FetchBodyCallback,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.FetchPartCallback,FetchPartCallback,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.FolderNameCodec,FolderNameCodec,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.IdGrouper$ContiguousIdGroup,IdGrouper$ContiguousIdGroup,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.IdGrouper$GroupedIds,IdGrouper$GroupedIds,TRUE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.IdGrouper,IdGrouper,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapCommandSplitter,ImapCommandSplitter,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapConnection,ImapConnection,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapFolder,ImapFolder,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapFolderPusher$IdleStopper,ImapFolderPusher$IdleStopper,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapFolderPusher$PushRunnable,ImapFolderPusher$PushRunnable,FALSE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Controller
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapFolderPusher,ImapFolderPusher,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Controller
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapList,ImapList,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapMessage,ImapMessage,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapPushState,ImapPushState,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapPusher,ImapPusher,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapResponse,ImapResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapResponseCallback,ImapResponseCallback,FALSE,TRUE,FALSE,FALSE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapResponseParser,ImapResponseParser,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapResponseParserException,ImapResponseParserException,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapSearcher,ImapSearcher,FALSE,TRUE,FALSE,FALSE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapSettings,ImapSettings,FALSE,TRUE,FALSE,FALSE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapStore$StoreImapSettings,ImapStore$StoreImapSettings,FALSE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapStore,ImapStore,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapStoreSettings,ImapStoreSettings,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapStoreUriCreator,ImapStoreUriCreator,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapStoreUriDecoder,ImapStoreUriDecoder,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ImapUtility,ImapUtility,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ListResponse,ListResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.NamespaceResponse,NamespaceResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.NegativeImapResponseException,NegativeImapResponseException,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.PermanentFlagsResponse,PermanentFlagsResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.ResponseCodeExtractor,ResponseCodeExtractor,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.Responses,Responses,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.SearchResponse,SearchResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.SelectOrExamineResponse,SelectOrExamineResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.UidCopyResponse,UidCopyResponse,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.UidSearchCommandBuilder,UidSearchCommandBuilder,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.store.imap.UntaggedHandler,UntaggedHandler,FALSE,TRUE,FALSE,FALSE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.ssl.DefaultTrustedSocketFactory,DefaultTrustedSocketFactory,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.ssl.KeyChainKeyManager,KeyChainKeyManager,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.ssl.LocalKeyStore$LocalKeyStoreHolder,LocalKeyStore$LocalKeyStoreHolder,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.ssl.LocalKeyStore,LocalKeyStore,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.ssl.TrustManagerFactory$SecureX509TrustManager,TrustManagerFactory$SecureX509TrustManager,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.ssl.TrustManagerFactory,TrustManagerFactory,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.ssl.TrustedSocketFactory,TrustedSocketFactory,FALSE,TRUE,FALSE,FALSE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.power.TracingPowerManager$TracingWakeLock,TracingPowerManager$TracingWakeLock,FALSE,FALSE,TRUE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.power.TracingPowerManager,TracingPowerManager,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.oauth.AuthorizationException,AuthorizationException,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.oauth.OAuth2TokenProvider$OAuth2TokenProviderAuthCallback,OAuth2TokenProvider$OAuth2TokenProviderAuthCallback,FALSE,TRUE,TRUE,FALSE,FALSE,default,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.oauth.OAuth2TokenProvider,OAuth2TokenProvider,FALSE,TRUE,FALSE,FALSE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.oauth.XOAuth2ChallengeParser,XOAuth2ChallengeParser,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Coordinator
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.message.MessageHeaderParser$MessageHeaderParserContentHandler,MessageHeaderParser$MessageHeaderParserContentHandler,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Structurer
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.message.MessageHeaderParser,MessageHeaderParser,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.internet.BinaryTempFileBody$BinaryTempFileBodyInputStream,BinaryTempFileBody$BinaryTempFileBodyInputStream,FALSE,FALSE,TRUE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.internet.BinaryTempFileBody,BinaryTempFileBody,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.internet.BinaryTempFileMessageBody,BinaryTempFileMessageBody,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.internet.CharsetSupport,CharsetSupport,FALSE,FALSE,FALSE,TRUE,FALSE,public,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.internet.DecoderUtil$EncodedWord,DecoderUtil$EncodedWord,TRUE,FALSE,TRUE,TRUE,FALSE,private,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.internet.DecoderUtil,DecoderUtil,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.internet.EncoderUtil$Encoding,EncoderUtil$Encoding,FALSE,FALSE,TRUE,FALSE,TRUE,public,FALSE,Information Holder
K-9 Mail,https://github.com/k9mail/k-9/,5.304,com.fsck.k9.mail.internet.EncoderUtil,EncoderUtil,FALSE,FALSE,FALSE,TRUE,FALSE,default,FALSE,Service Provider
